,AAPL,NVDA,MSFT,AMZN,META,GOOGL,GOOG,AVGO,TSLA,LLY,JPM,UNH,XOM,V,MA,PG,COST,HD,JNJ,ABBV,WMT,NFLX,CRM,BAC,ORCL,MRK,KO,CVX,AMD,PEP,LIN,CSCO,WFC,ACN,ADBE,TMO,MCD,PM,ABT,NOW,GE,IBM,TXN,QCOM,CAT,ISRG,VZ,INTU,DIS
2023-11-15 00:00:00-05:00,187.2992706298828,48.87321090698242,367.6606140136719,143.1999969482422,331.71124267578125,134.28749084472656,136.0458984375,96.0598373413086,242.83999633789062,585.692138671875,146.24769592285156,530.3341674804688,101.06433868408203,246.69602966308594,394.5477294921875,147.7418975830078,580.8935546875,300.38885498046875,144.23594665527344,132.74740600585938,55.839542388916016,461.94000244140625,218.45022583007812,28.815643310546875,112.68201446533203,98.73199462890625,55.493675231933594,139.5092315673828,118.0,162.20339965820312,397.8739318847656,51.60038375854492,41.97734069824219,320.3502197265625,595.3099975585938,469.29510498046875,263.9987487792969,87.11627197265625,96.08257293701172,650.9000244140625,92.30110168457031,148.41722106933594,148.6350555419922,126.2850341796875,247.1263885498047,293.2200012207031,33.750980377197266,552.2387084960938,93.19491577148438
2023-11-16 00:00:00-05:00,188.9928436279297,49.46503829956055,374.1253356933594,142.8300018310547,333.18682861328125,136.59176635742188,138.36021423339844,94.49889373779297,233.58999633789062,585.901123046875,147.91781616210938,531.7230834960938,99.8943862915039,247.15341186523438,394.8161926269531,149.11766052246094,563.1780395507812,298.68316650390625,145.49607849121094,133.40342712402344,51.3205451965332,466.95001220703125,220.4712371826172,28.73781394958496,113.28463745117188,99.35546875,55.43547821044922,137.3011016845703,119.83000183105469,162.64950561523438,403.4456787109375,46.525577545166016,41.673587799072266,322.1414489746094,602.0599975585938,471.2200012207031,269.5932922363281,86.68890380859375,98.29835510253906,652.280029296875,94.39633178710938,148.88412475585938,148.65464782714844,126.06953430175781,244.2918701171875,303.95001220703125,33.919734954833984,553.640380859375,93.77037811279297
2023-11-17 00:00:00-05:00,188.972900390625,49.2830924987793,367.83966064453125,145.17999267578125,334.0343017578125,134.9757843017578,136.60452270507812,96.28929901123047,234.3000030517578,588.8468017578125,149.25587463378906,528.2459716796875,102.33177947998047,248.13778686523438,397.997802734375,147.40040588378906,561.7861328125,299.49212646484375,145.19558715820312,133.42271423339844,51.093605041503906,465.9100036621094,220.24227905273438,29.16586685180664,113.96630859375,99.12167358398438,55.542179107666016,139.90631103515625,120.62000274658203,161.72816467285156,402.9418640136719,46.25439453125,42.09492492675781,322.6433410644531,602.6599731445312,465.18597412109375,269.2320556640625,87.32520294189453,97.60224151611328,654.3599853515625,95.18203735351562,148.71875,151.3264923095703,126.82379150390625,249.0751495361328,305.2799987792969,33.966609954833984,556.8313598632812,93.41319274902344
2023-11-20 00:00:00-05:00,190.72625732421875,50.39375305175781,375.3883972167969,146.1300048828125,338.9494934082031,135.9134521484375,137.58212280273438,98.06001281738281,235.60000610351562,594.708251953125,149.71490478515625,527.0738525390625,101.88330841064453,248.54544067382812,402.07421875,146.61984252929688,565.3389282226562,300.38885498046875,146.4755859375,133.43235778808594,51.07716751098633,474.4700012207031,224.13497924804688,29.195051193237305,115.50746154785156,100.02764892578125,55.677982330322266,139.82884216308594,121.52999877929688,161.49542236328125,403.3271179199219,46.74831771850586,41.928348541259766,325.664794921875,612.7000122070312,467.7890930175781,272.4345397949219,87.73358154296875,99.21995544433594,666.9199829101562,95.29315185546875,150.13893127441406,152.2268829345703,126.86298370361328,246.49649047851562,311.3399963378906,34.43537521362305,561.1455688476562,94.28630065917969
2023-11-21 00:00:00-05:00,189.9193115234375,49.92889404296875,371.0421447753906,143.89999389648438,335.96844482421875,136.6316680908203,138.2803955078125,96.63103485107422,241.1999969482422,589.732421875,149.40235900878906,531.49658203125,101.84430694580078,250.7925567626953,406.5980529785156,145.9758758544922,568.7457885742188,297.61102294921875,147.6578369140625,133.83753967285156,51.2613410949707,474.95001220703125,223.3285675048828,28.854555130004883,114.67761993408203,99.56978607177734,56.28907775878906,139.49954223632812,119.16000366210938,162.73680114746094,406.9230651855469,46.29313659667969,41.74217224121094,325.0349426269531,610.989990234375,481.1137390136719,273.8404541015625,88.13245391845703,99.91606140136719,668.4000244140625,95.1502914428711,149.7109375,150.16183471679688,124.42386627197266,245.47293090820312,311.82000732421875,34.92288589477539,558.8392944335938,93.7108383178711
2023-11-22 00:00:00-05:00,190.5867919921875,48.701263427734375,375.7961730957031,146.7100067138672,340.4648742675781,138.14791870117188,139.67697143554688,95.72499084472656,234.2100067138672,592.21044921875,149.75396728515625,535.6039428710938,101.40557861328125,252.27406311035156,407.9700927734375,147.3516387939453,573.3984985351562,301.3733215332031,147.36473083496094,133.58673095703125,50.86996078491211,478.0,222.85067749023438,28.82537078857422,114.83567810058594,99.05347442626953,56.66737747192383,139.78041076660156,122.51000213623047,164.11395263671875,406.6365661621094,46.56431579589844,41.918548583984375,327.8595275878906,619.719970703125,486.2401123046875,275.2659606933594,89.10115051269531,100.69060516357422,669.6599731445312,94.92012786865234,150.8976593017578,150.6511688232422,124.89405822753906,242.1265869140625,315.79998779296875,35.01664352416992,560.8771362304688,94.32598876953125
2023-11-24 00:00:00-05:00,189.25184631347656,47.76155090332031,375.37841796875,146.74000549316406,337.2146911621094,136.3523712158203,137.88137817382812,96.40156555175781,235.4499969482422,598.1912841796875,149.95907592773438,538.8938598632812,101.95155334472656,252.8507843017578,410.12762451171875,147.702880859375,575.6177978515625,302.8353271484375,149.00624084472656,133.7796630859375,51.327125549316406,479.55999755859375,223.38829040527344,28.922657012939453,114.8455581665039,99.23857116699219,56.81288146972656,140.33241271972656,122.30999755859375,164.25941467285156,409.205078125,46.835487365722656,42.055728912353516,328.755126953125,619.4299926757812,489.4815673828125,275.861572265625,89.5949935913086,100.85728454589844,673.9000244140625,95.21378326416016,150.94627380371094,150.3184356689453,125.13895416259766,243.4552764892578,318.010009765625,35.07289505004883,560.7181396484375,95.30824279785156
2023-11-27 00:00:00-05:00,189.07252502441406,48.22740936279297,376.552001953125,147.72999572753906,333.6952819824219,136.07305908203125,137.71180725097656,93.58201599121094,236.0800018310547,588.6676635742188,149.61724853515625,535.4365844726562,101.35681915283203,252.69166564941406,406.617919921875,147.5662841796875,579.0635986328125,303.0497741699219,147.81419372558594,134.1848602294922,51.560638427734375,479.1700134277344,223.79647827148438,28.75726890563965,115.06290435791016,98.80992889404297,56.706180572509766,139.8094482421875,122.6500015258789,163.24110412597656,407.80224609375,46.41904067993164,42.15372085571289,327.17059326171875,619.27001953125,488.833251953125,275.1781005859375,89.31958770751953,100.7004165649414,670.5499877929688,95.21378326416016,151.32565307617188,149.3495330810547,125.57975006103516,243.48480224609375,314.9800109863281,35.01664352416992,557.8948974609375,94.42520904541016
2023-11-28 00:00:00-05:00,189.68020629882812,47.80653381347656,380.61981201171875,147.02999877929688,337.972412109375,136.86111450195312,138.2803955078125,93.19891357421875,246.72000122070312,588.7373046875,149.95907592773438,532.4224853515625,101.29833221435547,251.49850463867188,406.65771484375,148.5907745361328,578.1875610351562,305.40850830078125,148.15615844726562,133.21047973632812,52.1756706237793,479.0,223.92591857910156,28.72808837890625,114.83567810058594,97.59222412109375,56.82257843017578,140.92318725585938,122.01000213623047,163.76483154296875,405.75732421875,46.341556549072266,42.49666976928711,327.29852294921875,623.3200073242188,484.6344299316406,275.42218017578125,89.41455078125,100.06312561035156,665.239990234375,94.32490539550781,151.40345764160156,149.64312744140625,124.00265502929688,243.5930633544922,310.95001220703125,35.12914276123047,561.712158203125,91.77610778808594
2023-11-29 00:00:00-05:00,188.6541290283203,48.12544250488281,376.79071044921875,146.32000732421875,331.2027893066406,134.6565704345703,136.0658416748047,92.6552963256836,244.13999938964844,588.9960327148438,150.7209014892578,526.9556274414062,99.77739715576172,252.78115844726562,407.4630126953125,147.4589385986328,572.2110595703125,305.18280029296875,148.6251678466797,133.61566162109375,51.333702087402344,477.19000244140625,229.3319091796875,29.486906051635742,114.80604553222656,98.5176773071289,56.48308181762695,139.3736572265625,123.8499984741211,162.11610412597656,406.4093933105469,46.535255432128906,42.898414611816406,328.0661926269531,617.3900146484375,491.6158752441406,273.7525939941406,88.93970489501953,101.60240936279297,678.9299926757812,94.33283233642578,152.14273071289062,149.93673706054688,126.09253692626953,245.5122833251953,310.760009765625,35.40102767944336,573.7998657226562,91.77610778808594
2023-11-30 00:00:00-05:00,189.23193359375,46.755855560302734,376.85040283203125,146.08999633789062,326.1679382324219,132.20263671875,133.5919189453125,91.16820526123047,240.0800018310547,588.1799926757812,152.43983459472656,544.6757202148438,100.16737365722656,255.2172088623047,411.449951171875,149.7908935546875,576.9611206054688,307.6064453125,151.11676025390625,137.3684844970703,51.20542907714844,473.9700012207031,250.7866668701172,29.898761749267578,114.80604553222656,99.83281707763672,57.13814926147461,139.0734100341797,121.16000366210938,164.45654296875,408.7605285644531,46.85485076904297,43.69210433959961,327.8693542480469,611.010009765625,494.4483642578125,276.8269348144531,88.66429138183594,102.24949645996094,685.739990234375,96.6661605834961,154.2340850830078,149.45716857910156,127.21634674072266,246.76223754882812,310.8399963378906,35.935420989990234,568.0641479492188,91.9646224975586
2023-12-01 00:00:00-05:00,190.51705932617188,46.7508544921875,372.47430419921875,147.02999877929688,323.844970703125,131.5343017578125,132.993408203125,91.58873748779297,238.8300018310547,581.2138671875,153.18209838867188,540.7915649414062,100.41111755371094,254.98854064941406,411.9768981933594,148.9517822265625,580.377685546875,313.62139892578125,154.75152587890625,138.3524932861328,50.76142501831055,465.739990234375,258.85089111328125,30.35964584350586,115.74456787109375,100.78749084472656,57.33369445800781,140.24526977539062,121.38999938964844,164.84742736816406,407.9727783203125,46.9420166015625,44.11344909667969,332.7115173339844,612.469970703125,494.8173828125,280.8736267089844,89.31958770751953,102.82794952392578,690.7899780273438,97.22171020507812,156.16978454589844,151.9039306640625,127.8275375366211,252.70689392089844,315.20001220703125,36.1697998046875,570.9072265625,91.85547637939453
2023-12-04 00:00:00-05:00,188.71388244628906,45.49623489379883,367.133544921875,144.83999633789062,319.0593566894531,128.95069885253906,130.3099822998047,90.99488830566406,235.5800018310547,582.845947265625,154.3052978515625,541.8984985351562,99.8651351928711,252.98997497558594,405.8822021484375,148.36636352539062,583.13232421875,317.9388122558594,155.24008178710938,139.06640625,50.74827194213867,453.8999938964844,249.55215454101562,30.222362518310547,114.38124084472656,102.34616088867188,57.2652587890625,140.30337524414062,118.56999969482422,165.2871856689453,402.9585876464844,46.535255432128906,44.211429595947266,331.1072998046875,604.5599975585938,494.02947998046875,281.0406188964844,88.25592041015625,103.13189697265625,687.6199951171875,96.45187377929688,156.70477294921875,154.0668487548828,128.1035614013672,250.72862243652344,311.8399963378906,35.663536071777344,567.080078125,91.2899398803711
2023-12-05 00:00:00-05:00,192.68881225585938,46.556007385253906,370.4951171875,146.8800048828125,317.3345642089844,130.6664581298828,132.065673828125,89.92634582519531,238.72000122070312,585.3040161132812,154.28575134277344,543.8555297851562,97.92497253417969,253.15899658203125,406.33953857421875,143.19509887695312,589.2353515625,317.4285888671875,154.91763305664062,139.4716033935547,51.21858215332031,455.1499938964844,249.9105682373047,29.987016677856445,113.1463394165039,103.48594665527344,57.35325241088867,138.3567352294922,118.37999725341797,164.11451721191406,400.3127136230469,46.41904067993164,43.594120025634766,330.51678466796875,602.219970703125,490.2993469238281,281.4433288574219,87.88552856445312,102.3083267211914,688.219970703125,95.42013549804688,156.9868621826172,153.9004669189453,128.89218139648438,251.16168212890625,309.5199890136719,36.01979064941406,568.3822631835938,90.0794906616211
2023-12-06 00:00:00-05:00,191.5929718017578,45.49323654174805,366.79534912109375,144.52000427246094,316.4970703125,129.6988525390625,131.10800170898438,88.99272918701172,239.3699951171875,586.3986206054688,152.6644744873047,543.134033203125,96.6282730102539,252.8408203125,408.0198059082031,143.08775329589844,591.2600708007812,319.9895935058594,153.0318603515625,141.2177734375,50.662757873535156,446.7300109863281,248.0289306640625,29.937986373901367,110.6765365600586,102.90144348144531,57.29458999633789,138.03713989257812,116.81999969482422,163.69430541992188,396.6858825683594,46.196292877197266,43.60391616821289,330.1034240722656,595.7000122070312,492.5035400390625,281.75762939453125,86.51795959472656,102.88677978515625,686.22998046875,95.08679962158203,155.90713500976562,152.7260284423828,128.1134033203125,251.92935180664062,310.260009765625,36.09479522705078,562.8651733398438,90.78392791748047
2023-12-07 00:00:00-05:00,193.5355987548828,46.586002349853516,368.93365478515625,146.8800048828125,325.6095886230469,136.59176635742188,138.11082458496094,90.82646942138672,242.63999938964844,585.4234008789062,153.13327026367188,541.888671875,95.9555435180664,254.36212158203125,410.77386474609375,142.94140625,594.6864013671875,320.0484619140625,151.8397979736328,142.75169372558594,50.32933807373047,452.0,247.75015258789062,30.06546401977539,111.50638580322266,101.19664001464844,57.43147277832031,137.93060302734375,128.3699951171875,163.64547729492188,395.0408630371094,46.73863220214844,44.48579406738281,329.79833984375,608.780029296875,492.792724609375,281.6888732910156,86.53695678710938,102.01419067382812,687.6799926757812,94.82489776611328,155.84878540039062,154.32130432128906,131.0510711669922,253.34661865234375,311.55999755859375,36.23542785644531,568.093994140625,91.62727355957031
2023-12-08 00:00:00-05:00,194.97015380859375,47.49580764770508,372.19586181640625,147.4199981689453,331.7511291503906,134.6565704345703,136.30526733398438,92.99702453613281,243.83999633789062,595.1560668945312,154.82293701171875,543.3712158203125,97.0572509765625,254.2825469970703,409.7895812988281,141.62420654296875,594.5209350585938,320.3428649902344,150.8822479248047,144.0155029296875,49.80115509033203,453.760009765625,249.7014923095703,30.35964584350586,112.2374496459961,101.07000732421875,57.30436706542969,139.7610321044922,128.9199981689453,161.90599060058594,397.63714599609375,46.85485076904297,45.171695709228516,331.8946533203125,610.010009765625,488.4742126464844,280.4512939453125,86.71739959716797,102.46519470214844,699.0800170898438,95.70584106445312,157.54132080078125,153.6851348876953,131.0806427001953,255.4036407470703,310.4200134277344,35.860416412353516,570.4896240234375,92.39374542236328
2023-12-11 00:00:00-05:00,192.44970703125,46.61699676513672,369.28173828125,145.88999938964844,324.3035583496094,132.96075439453125,134.37001037597656,101.36212921142578,239.74000549316406,581.2138671875,155.38941955566406,537.3521118164062,97.12550354003906,255.05810546875,413.31915283203125,142.27793884277344,607.252685546875,325.11163330078125,151.50759887695312,145.9063720703125,49.92660140991211,459.8900146484375,250.9857940673828,30.251781463623047,113.73908233642578,101.67398834228516,57.724788665771484,139.79977416992188,134.41000366210938,163.9972686767578,404.5440368652344,47.833011627197266,45.073707580566406,336.8942565917969,625.2000122070312,493.6803894042969,284.0068664550781,88.31290435791016,104.14173889160156,705.1199951171875,95.45980834960938,159.0490264892578,156.56253051757812,134.1661834716797,256.8012390136719,315.42999267578125,35.316650390625,583.1737670898438,91.7765884399414
2023-12-12 00:00:00-05:00,193.9739532470703,47.64677810668945,372.34503173828125,147.47999572753906,333.21673583984375,132.1926727294922,133.31260681152344,105.60081481933594,237.00999450683594,581.930419921875,156.7762908935547,539.3682861328125,95.59481048583984,258.080810546875,418.3302001953125,142.39500427246094,612.7425537109375,326.946533203125,151.5173797607422,147.83584594726562,49.966217041015625,463.0,255.3165740966797,30.14391326904297,99.59209442138672,101.66425323486328,58.09632110595703,138.00808715820312,137.61000061035156,164.63246154785156,422.8567810058594,47.774906158447266,45.53424835205078,337.7898864746094,633.6599731445312,496.0540771484375,286.2365417480469,88.20842742919922,104.59274291992188,716.47998046875,97.078857421875,160.21627807617188,154.5561981201172,134.7379150390625,257.30316162109375,320.7099914550781,34.96976089477539,590.649169921875,90.65177917480469
2023-12-13 00:00:00-05:00,197.211669921875,48.07768630981445,372.3350524902344,148.83999633789062,333.73516845703125,132.2425537109375,133.6417999267578,107.31539916992188,239.2899932861328,594.6087646484375,157.30368041992188,542.6199951171875,96.44302368164062,260.88470458984375,422.2375793457031,144.97088623046875,624.9098510742188,336.955078125,152.22085571289062,148.8584747314453,50.85422134399414,479.9800109863281,256.1827087402344,31.418704986572266,101.7457504272461,104.34321594238281,58.59496307373047,140.05157470703125,138.19000244140625,168.09181213378906,405.03955078125,48.12355422973633,46.79827117919922,338.2032470703125,624.260009765625,517.1680908203125,290.666259765625,89.65196990966797,105.15158081054688,715.6400146484375,96.1740951538086,159.156005859375,158.36334228515625,136.82781982421875,263.73992919921875,328.9599914550781,34.67913055419922,606.5938110351562,92.40370178222656
2023-12-14 00:00:00-05:00,197.361083984375,48.33962631225586,363.9409484863281,147.4199981689453,332.1698913574219,131.61410522460938,132.87368774414062,108.96990203857422,251.0500030517578,570.89404296875,160.16537475585938,528.0219116210938,99.03642272949219,257.25555419921875,416.15277099609375,141.1461181640625,613.9884643554688,345.207275390625,153.276123046875,149.41799926757812,50.233604431152344,469.8299865722656,256.07318115234375,33.2818603515625,99.09812927246094,103.891845703125,57.724788665771484,145.20387268066406,138.0,164.41746520996094,406.01068115234375,47.88143539428711,49.49289321899414,337.3076171875,584.6400146484375,520.4915161132812,284.8614196777344,89.90839385986328,106.47516632080078,680.3900146484375,96.30901336669922,158.46539306640625,165.1848602294922,139.4894561767578,280.6684265136719,326.17999267578125,35.504154205322266,597.6074829101562,93.50859832763672
2023-12-15 00:00:00-05:00,196.8231201171875,48.87950897216797,368.7148742675781,149.97000122070312,333.9146423339844,132.27247619628906,133.51211547851562,111.2596206665039,253.5,569.27197265625,161.3764190673828,524.9382934570312,98.37345123291016,256.55950927734375,416.1627197265625,140.46311950683594,641.2820434570312,347.3561706542969,151.6053009033203,148.60760498046875,50.42177200317383,472.05999755859375,260.44378662109375,32.94845199584961,102.07176971435547,103.13631439208984,57.29458999633789,144.6421661376953,139.14999389648438,163.19593811035156,403.69183349609375,48.297882080078125,49.29692459106445,338.7051696777344,584.6799926757812,517.0083618164062,282.1603088378906,89.70895385742188,105.19080352783203,698.239990234375,97.80107116699219,157.80393981933594,165.0478515625,141.09629821777344,281.2294006347656,324.3500061035156,35.03539276123047,604.8939819335938,93.03079986572266
2023-12-18 00:00:00-05:00,195.14947509765625,50.066253662109375,370.6243896484375,154.07000732421875,343.5854797363281,135.46456909179688,136.85391235351562,112.95943450927734,252.0800018310547,576.95458984375,162.3531036376953,520.4214477539062,99.10466766357422,256.8975830078125,421.989013671875,142.6194305419922,663.105224609375,344.2260437011719,151.87889099121094,148.00949096679688,51.157928466796875,486.1199951171875,262.42498779296875,32.78175354003906,103.73147583007812,104.0488510131836,57.70523452758789,144.9617462158203,138.89999389648438,165.0624237060547,405.39630126953125,48.656219482421875,48.660011291503906,336.4415588378906,599.1300048828125,517.5972290039062,285.06768798828125,90.10783386230469,105.94573211669922,703.719970703125,98.12647247314453,158.30001831054688,163.85385131835938,139.63729858398438,281.1998596191406,328.4200134277344,35.316650390625,614.755126953125,92.43356323242188
